lambda,pbSimulation,pdSimulation,pbAnalytical,pdAnalytical
18.099999999999987,0.654604,0.290605,0.6539119313312761,0.29083944994315536
18.19999999999999,0.655964,0.289359,0.6557118700621847,0.28934307504779777
18.29999999999999,0.657822,0.287593,0.6574935858919856,0.2878616054162376
18.39999999999999,0.659192,0.286323,0.6592573459187948,0.2863948280422548
18.499999999999993,0.661556,0.284672,0.6610034122706328,0.28494253372017164
18.599999999999994,0.662851,0.283502,0.6627320422128015,0.2835045169689152
18.699999999999996,0.664536,0.281969,0.6644434882528154,0.282080575957517
18.799999999999997,0.666319,0.280948,0.6661379982429294,0.28067051243204477
18.9,0.667858,0.279272,0.6678158154803169,0.27927413164394854
19.0,0.66977,0.277758,0.669477178804944,0.2778912422798103
19.1,0.671193,0.276534,0.6711223226951856,0.2765216563924835
19.200000000000003,0.673453,0.274712,0.6727514773612367,0.27516518933360157
19.300000000000004,0.674345,0.273856,0.674364868836359,0.27382165968744543
19.400000000000006,0.676175,0.272264,0.6759627190660166,0.2724908892061446
19.500000000000007,0.677858,0.271298,0.6775452459949413,0.27117270274620076
19.60000000000001,0.679292,0.269843,0.6791126636521776,0.2698669282063084
